,pluralityRace,population,householdsize,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumIlleg,PctIlleg,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,RentLowQ,RentMedian,RentHighQ,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwornFT,LemasSwFTPerPop,LemasSwFTFieldOps,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,RacialMatchCommPol,PctPolicWhite,PctPolicBlack,PctPolicHisp,PctPolicAsian,PctPolicMinor,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,LandArea,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop,ViolentCrimesPerPop
1735,white,0.0,0.29,0.29,0.48,0.28,0.4,0.0,0.0,0.34,0.71,0.17,0.43,0.41,0.15,0.27,0.4,0.34,0.32,0.32,0.35,0.18,0.24,0.42,0.01,0.15,0.2,0.29,0.43,0.14,0.67,0.32,0.78,0.33,0.46,0.5,0.4,0.57,0.56,0.35,0.62,0.65,0.71,0.62,0.82,0.75,0.0,0.14,0.0,0.55,0.4,0.49,0.46,0.12,0.08,0.08,0.07,0.9,0.08,0.06,0.06,0.3,0.43,0.22,0.46,0.06,0.62,0.0,0.03,0.61,0.4,0.1,0.42,0.38,0.23,0.45,0.26,0.27,0.27,0.39,0.4,0.45,0.38,0.48,0.61,0.5,0.0,0.0,0.09,0.54,0.38,0.48,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1736,white,0.03,0.32,0.31,0.36,0.23,0.48,0.05,1.0,0.48,0.57,0.21,0.67,0.46,0.13,0.56,0.51,0.54,0.53,0.41,0.24,0.48,0.37,0.43,0.01,0.11,0.07,0.14,0.5,0.15,0.61,0.29,0.5,0.21,0.57,0.49,0.3,0.58,0.56,0.32,0.68,0.73,0.78,0.69,0.68,0.72,0.01,0.09,0.02,0.22,0.24,0.25,0.28,0.12,0.12,0.11,0.11,0.88,0.08,0.11,0.11,0.35,0.41,0.25,0.65,0.09,0.43,0.5,0.02,0.93,0.61,0.0,0.24,0.6,0.05,0.17,0.37,0.4,0.46,0.47,0.43,0.48,0.42,0.51,0.32,0.14,0.01,0.0,0.24,0.48,0.56,0.52,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.35,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1737,white,0.0,0.58,0.25,0.43,0.2,0.35,0.02,0.91,0.49,0.77,0.22,0.55,0.31,0.16,0.42,0.45,0.36,0.38,0.26,0.0,0.32,0.38,0.71,0.01,0.16,0.19,0.27,0.36,0.13,0.58,0.52,0.42,0.46,0.43,0.64,0.38,0.43,0.54,0.51,0.73,0.74,0.72,0.49,0.46,0.51,0.01,0.32,0.0,0.18,0.4,0.5,0.63,0.05,0.09,0.1,0.12,0.91,0.02,0.2,0.21,0.53,0.55,0.44,0.68,0.07,0.29,0.5,0.01,0.88,0.66,0.2,0.5,0.73,0.04,0.08,0.26,0.25,0.24,0.5,0.45,0.49,0.54,0.48,0.67,0.54,0.0,0.0,0.1,0.76,0.56,0.63,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.11,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1738,white,0.01,0.3,0.33,0.47,0.28,0.52,0.02,1.0,0.35,0.54,0.18,0.63,0.56,0.18,0.59,0.4,0.36,0.35,0.33,0.35,0.29,0.31,0.32,0.01,0.15,0.21,0.29,0.42,0.18,0.6,0.29,0.58,0.21,0.56,0.49,0.54,0.56,0.55,0.48,0.61,0.66,0.58,0.72,0.55,0.61,0.01,0.19,0.0,0.5,0.48,0.43,0.41,0.17,0.14,0.11,0.1,0.89,0.07,0.25,0.19,0.33,0.51,0.17,0.52,0.07,0.55,0.0,0.02,0.82,0.43,0.02,0.41,0.0,0.13,0.32,0.23,0.21,0.2,0.49,0.45,0.45,0.41,0.52,0.48,0.61,0.0,0.0,0.14,0.52,0.68,0.71,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1739,white,0.1,0.45,0.39,0.53,0.29,0.11,0.12,1.0,0.41,0.86,0.26,0.5,0.16,0.14,0.23,0.41,0.35,0.35,0.39,0.19,0.33,0.33,0.39,0.04,0.16,0.1,0.18,0.38,0.22,0.83,0.37,0.3,0.34,0.45,0.6,0.35,0.65,0.65,0.52,0.69,0.71,0.77,0.58,0.67,0.74,0.02,0.14,0.02,0.43,0.42,0.44,0.53,0.13,0.11,0.1,0.11,0.85,0.11,0.2,0.19,0.5,0.58,0.36,0.63,0.12,0.44,0.5,0.11,0.73,0.58,0.03,0.31,0.81,0.1,0.07,0.2,0.18,0.16,0.37,0.36,0.41,0.35,0.37,0.57,0.24,0.01,0.0,0.12,0.46,0.4,0.39,0.61,0.01,0.1,0.98,0.11,0.02,0.1,0.31,0.1,0.96,0.88,0.02,0.13,0.35,0.1,0.03,0.71,0.19,0.08,0.23,0.19,0.03,0.02,0.6,0.0,0.69,0.12,0.0
1740,white,0.02,0.65,0.38,0.36,0.24,0.26,0.0,0.0,0.81,0.74,0.56,0.78,0.31,0.05,0.38,0.76,0.61,0.59,0.41,0.26,0.43,0.5,0.36,0.0,0.05,0.11,0.17,0.65,0.26,0.63,0.51,0.46,0.17,0.66,0.26,0.38,0.25,0.26,0.58,0.94,0.92,0.93,0.83,0.35,0.43,0.0,0.07,0.01,0.01,0.24,0.3,0.28,0.0,0.08,0.09,0.08,0.9,0.03,0.21,0.24,0.65,0.64,0.44,0.92,0.03,0.17,0.5,0.02,0.79,0.9,0.1,0.52,0.52,0.03,0.09,0.59,0.61,0.63,0.47,0.61,0.88,0.78,0.6,0.64,0.56,0.0,0.0,0.16,0.51,0.68,0.76,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.03,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1741,white,0.01,0.39,0.31,0.57,0.31,0.21,0.0,0.0,0.47,0.82,0.26,0.47,0.19,0.16,0.25,0.45,0.43,0.45,0.26,0.44,0.23,0.0,0.42,0.01,0.15,0.26,0.28,0.46,0.06,0.84,0.19,0.33,0.18,0.54,0.56,0.38,0.61,0.61,0.43,0.66,0.68,0.79,0.67,0.67,0.63,0.01,0.24,0.01,0.52,0.55,0.54,0.6,0.19,0.18,0.16,0.16,0.89,0.11,0.17,0.15,0.4,0.43,0.4,0.45,0.07,0.47,0.5,0.03,0.62,0.45,0.02,0.38,0.88,0.16,0.07,0.41,0.4,0.4,0.62,0.61,0.63,0.62,0.5,0.81,0.6,0.0,0.0,0.15,0.43,0.18,0.27,0.22,0.02,0.83,0.98,0.65,0.02,0.41,0.16,0.83,0.78,0.92,0.06,0.03,0.12,0.08,0.03,0.43,0.27,0.03,0.12,0.04,0.11,0.03,0.07,1.0,0.52,0.76,0.0
1742,asian,0.27,0.42,0.33,0.47,0.29,0.41,0.28,1.0,0.37,0.51,0.21,0.45,0.33,0.55,0.31,0.38,0.44,0.47,0.46,0.36,0.38,0.29,0.4,0.23,0.37,0.4,0.39,0.46,0.44,0.46,0.31,0.45,0.24,0.54,0.43,0.53,0.54,0.51,0.56,0.67,0.69,0.74,0.65,0.33,0.27,0.07,0.21,0.54,0.71,0.72,0.72,0.73,1.0,1.0,1.0,1.0,0.07,0.99,0.37,0.31,0.45,0.44,0.5,0.19,0.84,0.86,0.0,0.19,0.82,0.23,0.17,0.2,0.48,0.09,0.26,0.84,0.95,1.0,0.62,0.61,0.71,0.61,0.73,0.71,0.21,0.05,0.04,1.0,0.24,0.3,0.55,0.33,0.03,0.09,0.96,0.12,0.13,0.27,0.87,0.09,0.84,0.66,0.1,0.31,1.0,0.37,0.04,0.71,0.04,0.09,0.49,0.23,0.08,0.06,0.83,0.5,0.6,0.16,0.0
1743,white,0.0,0.53,0.43,0.56,0.34,0.25,0.0,0.0,0.43,0.69,0.6,0.54,0.36,0.22,0.3,0.41,0.34,0.32,0.09,0.69,0.07,0.5,0.54,0.0,0.12,0.28,0.3,0.18,0.26,0.72,0.63,0.27,0.58,0.31,0.39,0.43,0.36,0.39,0.54,0.73,0.79,0.79,0.8,0.8,0.86,0.01,0.26,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.01,0.96,0.03,0.19,0.19,0.54,0.64,0.27,0.73,0.1,0.41,0.5,0.01,0.86,0.66,0.04,0.42,0.69,0.06,0.28,0.21,0.18,0.15,0.39,0.39,0.39,0.36,0.34,0.53,0.28,0.0,0.0,0.01,0.84,0.56,0.59,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1744,white,0.1,0.34,0.53,0.71,0.58,0.29,0.12,1.0,0.23,0.69,0.98,0.55,0.31,0.19,0.26,0.3,0.29,0.28,0.23,0.09,0.18,0.17,0.18,0.09,0.36,0.19,0.17,0.49,0.22,0.65,0.12,0.64,0.32,0.47,0.34,0.68,0.36,0.36,0.4,0.72,0.77,0.75,0.68,0.8,0.79,0.02,0.13,0.01,0.56,0.58,0.66,0.65,0.08,0.07,0.07,0.07,0.93,0.03,0.1,0.08,0.3,0.52,0.17,0.45,0.07,0.66,0.0,0.08,0.82,0.35,0.03,0.3,0.67,0.16,0.11,0.14,0.13,0.14,0.22,0.24,0.25,0.2,0.42,0.42,0.37,0.07,0.03,0.05,0.59,0.35,0.45,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.21,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1745,white,0.01,0.63,0.44,0.43,0.25,0.25,0.03,1.0,0.57,0.79,0.4,0.72,0.34,0.12,0.42,0.5,0.37,0.36,0.0,0.08,0.28,0.45,0.51,0.0,0.06,0.13,0.21,0.28,0.13,0.77,0.63,0.27,0.47,0.37,0.21,0.29,0.14,0.17,0.6,0.91,0.91,0.95,0.85,0.66,0.73,0.0,0.04,0.0,0.12,0.09,0.13,0.16,0.02,0.01,0.01,0.02,0.95,0.04,0.2,0.24,0.68,0.7,0.42,0.88,0.05,0.22,0.5,0.01,0.89,0.85,0.08,0.37,0.65,0.0,0.11,0.22,0.2,0.19,0.51,0.51,0.57,0.53,0.41,0.43,0.44,0.0,0.0,0.05,0.88,0.66,0.54,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1746,white,0.0,0.31,0.29,0.39,0.25,0.57,0.02,1.0,0.8,0.64,0.4,0.91,0.43,0.02,0.28,0.98,1.0,1.0,0.54,0.21,0.58,0.0,0.58,0.0,0.08,0.11,0.1,0.92,0.04,0.51,0.33,0.69,0.01,1.0,0.25,0.38,0.25,0.26,0.31,0.91,0.91,0.96,0.9,0.36,0.24,0.0,0.03,0.0,0.48,0.36,0.33,0.3,0.2,0.13,0.11,0.09,0.88,0.04,0.1,0.1,0.29,0.4,0.04,0.76,0.02,0.39,0.5,0.01,0.79,0.67,0.03,0.26,0.71,0.0,0.0,0.49,0.54,0.62,0.53,0.49,0.55,0.5,0.13,0.16,0.22,0.0,0.0,0.17,0.62,0.65,0.64,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.13,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1747,white,0.14,0.6,0.41,0.55,0.31,0.23,0.15,0.99,0.44,0.67,0.16,0.39,0.3,0.49,0.49,0.4,0.33,0.36,0.26,0.17,0.34,0.28,0.33,0.08,0.25,0.2,0.33,0.25,0.44,0.49,0.43,0.34,0.32,0.44,0.6,0.4,0.68,0.67,0.59,0.62,0.6,0.68,0.58,0.31,0.35,0.07,0.38,0.06,0.47,0.49,0.52,0.56,0.3,0.27,0.27,0.26,0.76,0.17,0.39,0.37,0.59,0.58,0.58,0.55,0.3,0.43,0.5,0.18,0.63,0.55,0.13,0.2,0.85,0.15,0.28,0.33,0.32,0.31,0.53,0.51,0.57,0.52,0.56,0.65,0.22,0.03,0.0,0.27,0.49,0.21,0.57,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.09,0.06,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1748,white,0.0,0.59,0.56,0.54,0.43,0.35,0.01,0.53,0.47,0.65,0.55,0.47,0.5,0.21,0.42,0.48,0.37,0.35,0.2,0.0,0.12,0.43,0.37,0.0,0.09,0.22,0.36,0.29,0.33,0.63,0.4,0.51,0.41,0.44,0.31,0.47,0.32,0.33,0.58,0.79,0.8,0.9,0.68,0.51,0.74,0.0,0.09,0.0,0.72,0.61,0.57,0.51,0.15,0.11,0.09,0.08,0.92,0.04,0.24,0.24,0.58,0.66,0.29,0.78,0.06,0.37,0.5,0.01,0.83,0.71,0.27,0.84,0.38,0.0,0.0,0.31,0.29,0.28,0.32,0.42,0.48,0.41,0.35,0.48,0.33,0.0,0.0,0.08,0.88,0.75,0.89,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.04,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1749,white,0.05,0.32,0.35,0.39,0.26,0.7,0.07,1.0,0.17,0.28,0.21,0.41,0.73,0.44,0.57,0.19,0.26,0.32,0.14,0.24,0.43,0.3,0.48,0.07,0.52,0.36,0.49,0.26,0.45,0.29,0.3,0.42,0.36,0.4,0.72,0.34,0.7,0.75,0.36,0.31,0.28,0.3,0.25,0.36,0.44,0.05,0.5,0.01,0.13,0.12,0.14,0.26,0.02,0.02,0.02,0.04,0.92,0.04,0.24,0.2,0.31,0.3,0.36,0.46,0.24,0.61,0.0,0.11,0.55,0.48,0.25,0.44,0.73,0.46,0.26,0.1,0.11,0.13,0.14,0.21,0.25,0.25,0.49,0.47,0.35,0.02,0.0,0.08,0.42,0.45,0.55,0.53,0.01,0.21,0.98,0.27,0.03,0.26,0.41,0.21,0.77,0.77,0.36,0.0,0.0,0.25,0.04,0.71,0.39,0.08,0.12,0.01,0.1,0.02,0.92,0.0,0.86,0.17,1.0
1750,white,0.01,0.32,0.6,0.5,0.44,0.72,0.0,0.0,0.09,0.21,0.23,0.39,0.77,0.35,0.61,0.12,0.16,0.18,0.03,0.11,0.34,0.18,0.27,0.02,0.54,0.4,0.5,0.21,0.6,0.19,0.41,0.56,0.45,0.35,0.47,0.37,0.58,0.56,0.28,0.53,0.56,0.66,0.62,0.36,0.41,0.0,0.07,0.0,0.0,0.29,0.24,0.33,0.0,0.01,0.01,0.01,0.98,0.02,0.1,0.09,0.25,0.25,0.28,0.61,0.06,0.53,0.5,0.03,0.59,0.62,0.14,0.68,0.35,0.58,0.26,0.02,0.02,0.03,0.06,0.09,0.08,0.07,0.49,0.18,0.21,0.02,0.0,0.01,0.57,0.57,0.65,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.12,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1751,black,0.26,0.44,0.41,0.6,0.38,0.29,0.27,1.0,0.26,0.67,0.1,0.35,0.33,0.37,0.53,0.26,0.26,0.33,0.21,0.2,0.2,0.31,0.34,0.21,0.37,0.23,0.35,0.29,0.36,0.59,0.46,0.36,0.37,0.4,0.55,0.42,0.63,0.61,0.46,0.5,0.51,0.56,0.46,0.46,0.47,0.17,0.52,0.05,0.31,0.37,0.44,0.47,0.09,0.09,0.1,0.1,0.89,0.05,0.18,0.18,0.45,0.47,0.46,0.37,0.16,0.52,0.5,0.31,0.67,0.38,0.29,0.41,0.63,0.43,0.18,0.19,0.18,0.16,0.28,0.3,0.33,0.31,0.48,0.54,0.4,0.06,0.09,0.12,0.44,0.37,0.35,0.29,0.04,0.13,0.95,0.16,0.06,0.13,0.3,0.13,0.56,0.73,0.41,0.02,0.07,0.3,0.08,0.57,0.14,0.2,0.21,0.16,0.2,0.04,0.76,1.0,0.82,0.1,1.0
1752,white,0.02,0.48,0.28,0.34,0.21,0.48,0.03,1.0,0.76,0.66,0.16,0.77,0.5,0.1,0.52,0.75,0.7,0.72,0.52,0.85,0.28,0.6,0.63,0.01,0.07,0.18,0.19,0.79,0.17,0.65,0.27,0.61,0.11,0.8,0.19,0.41,0.25,0.24,0.51,0.83,0.85,0.91,0.72,0.46,0.52,0.01,0.13,0.02,0.33,0.38,0.36,0.38,0.31,0.31,0.26,0.26,0.71,0.11,0.21,0.21,0.53,0.57,0.3,0.82,0.05,0.22,0.5,0.01,0.93,0.78,0.0,0.53,0.0,0.03,0.0,0.52,0.52,0.51,0.56,0.61,0.79,0.68,0.52,0.61,0.64,0.0,0.0,0.39,0.53,0.76,0.65,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.47,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1753,white,0.08,0.3,0.38,0.5,0.35,0.56,0.09,1.0,0.24,0.42,0.21,0.47,0.56,0.2,0.69,0.26,0.28,0.29,0.2,0.15,0.19,0.22,0.39,0.07,0.33,0.21,0.35,0.29,0.39,0.41,0.46,0.31,0.32,0.41,0.65,0.45,0.65,0.67,0.31,0.5,0.48,0.57,0.54,0.53,0.52,0.04,0.27,0.03,0.47,0.46,0.46,0.44,0.21,0.18,0.16,0.14,0.86,0.07,0.14,0.12,0.3,0.34,0.29,0.5,0.12,0.58,0.0,0.16,0.55,0.49,0.19,0.36,0.73,0.32,0.07,0.13,0.12,0.12,0.33,0.33,0.34,0.34,0.57,0.41,0.24,0.04,0.02,0.18,0.18,0.36,0.42,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.17,0.01,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754,white,0.02,0.41,0.33,0.65,0.41,0.38,0.04,1.0,0.22,0.58,0.23,0.42,0.44,0.17,0.5,0.23,0.33,0.36,0.19,0.19,0.21,0.36,0.49,0.02,0.3,0.13,0.26,0.34,0.22,0.7,0.09,0.19,0.21,0.41,0.56,0.39,0.6,0.59,0.33,0.61,0.61,0.64,0.5,0.54,0.59,0.01,0.25,0.01,0.11,0.19,0.29,0.3,0.03,0.04,0.05,0.05,0.92,0.02,0.13,0.11,0.3,0.25,0.39,0.29,0.14,0.7,0.0,0.2,0.0,0.34,0.07,0.33,0.79,0.4,0.27,0.19,0.21,0.31,0.28,0.3,0.3,0.3,0.4,0.44,0.31,0.0,0.0,0.09,0.29,0.27,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.13,0.03,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1755,white,0.0,0.67,0.56,0.46,0.24,0.12,0.0,0.0,0.47,0.8,0.17,0.43,0.22,0.23,0.2,0.43,0.26,0.26,0.43,0.22,0.15,0.3,0.36,0.01,0.18,0.14,0.28,0.24,0.31,0.58,0.29,0.33,0.53,0.36,0.55,0.26,0.34,0.45,0.76,0.8,0.83,0.74,0.74,0.24,0.28,0.0,0.07,0.0,0.06,0.08,0.1,0.08,0.01,0.01,0.01,0.01,0.89,0.05,0.44,0.45,0.72,0.77,0.55,0.7,0.17,0.34,0.5,0.02,0.64,0.67,0.06,0.77,0.75,0.19,0.19,0.16,0.13,0.12,0.16,0.2,0.23,0.22,0.03,0.19,0.22,0.0,0.0,0.06,0.35,0.55,0.7,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.09,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1756,white,0.01,0.15,0.18,0.25,0.16,1.0,0.03,1.0,0.25,0.05,0.18,0.62,0.91,0.16,0.77,0.32,0.52,0.52,0.14,0.15,0.26,0.55,0.59,0.01,0.25,0.19,0.32,0.37,0.45,0.15,0.14,0.4,0.2,0.4,0.65,0.28,0.62,0.66,0.12,0.45,0.48,0.58,0.45,0.63,0.6,0.0,0.11,0.01,0.3,0.27,0.26,0.28,0.13,0.1,0.09,0.09,0.88,0.04,0.06,0.05,0.16,0.14,0.24,0.52,0.1,0.74,0.0,0.09,0.23,0.54,0.03,0.27,0.67,0.38,0.33,0.18,0.23,0.36,0.36,0.35,0.38,0.37,0.62,0.52,0.25,0.0,0.0,0.18,0.14,0.46,0.49,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1757,white,0.0,0.61,0.43,0.45,0.25,0.2,0.0,0.0,0.54,0.81,0.25,0.49,0.23,0.18,0.19,0.52,0.42,0.4,0.42,0.0,0.44,0.41,0.34,0.0,0.09,0.13,0.19,0.49,0.32,0.71,0.75,0.31,0.37,0.61,0.28,0.36,0.34,0.32,0.65,0.84,0.85,0.88,0.73,0.52,0.55,0.0,0.08,0.0,0.21,0.32,0.32,0.3,0.07,0.09,0.08,0.07,0.91,0.03,0.27,0.28,0.66,0.73,0.4,0.76,0.04,0.32,0.5,0.0,0.89,0.71,0.0,0.31,0.71,0.07,0.1,0.44,0.42,0.42,0.45,0.52,0.63,0.58,0.44,0.59,0.32,0.0,0.0,0.14,0.68,0.61,0.76,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1758,white,0.0,0.51,0.68,0.51,0.53,0.61,0.01,0.73,0.26,0.28,0.2,0.68,0.7,0.21,0.92,0.28,0.26,0.25,0.18,0.0,0.21,0.0,0.57,0.01,0.19,0.3,0.36,0.28,0.35,0.16,0.27,0.51,0.34,0.52,0.22,0.46,0.17,0.19,0.35,0.82,0.83,0.81,0.76,0.49,0.48,0.0,0.05,0.0,0.0,0.43,0.58,0.49,0.0,0.05,0.06,0.04,0.94,0.03,0.07,0.08,0.36,0.43,0.14,0.79,0.01,0.34,0.5,0.01,0.87,0.72,0.13,0.73,0.52,0.08,0.29,0.1,0.1,0.11,0.15,0.18,0.18,0.2,0.31,0.28,0.32,0.01,0.0,0.05,0.95,0.74,0.72,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1759,black,0.12,0.45,0.38,0.47,0.3,0.36,0.14,1.0,0.34,0.51,0.16,0.36,0.41,0.77,0.53,0.34,0.32,0.5,0.29,0.19,0.32,0.31,0.38,0.13,0.42,0.32,0.4,0.35,0.63,0.43,0.23,0.51,0.35,0.43,0.73,0.57,0.82,0.81,0.56,0.23,0.25,0.34,0.25,0.51,0.5,0.12,0.62,0.09,0.35,0.44,0.51,0.6,0.38,0.42,0.44,0.48,0.62,0.32,0.47,0.4,0.47,0.47,0.51,0.42,0.45,0.67,0.0,0.09,0.81,0.44,0.75,0.31,0.38,0.2,0.38,0.31,0.35,0.38,0.41,0.47,0.57,0.46,0.68,0.65,0.28,0.11,0.3,0.46,0.49,0.53,0.57,0.76,0.03,0.19,0.97,0.22,0.08,0.35,0.61,0.19,0.55,0.28,0.71,0.27,0.93,0.76,0.11,0.5,0.32,0.08,0.25,0.73,0.05,0.04,0.66,1.0,1.0,0.22,1.0
1760,white,0.01,0.72,0.57,0.51,0.46,0.38,0.02,0.92,0.67,0.56,0.43,0.82,0.52,0.09,0.53,0.72,0.58,0.58,0.2,0.12,0.46,0.44,0.51,0.0,0.04,0.16,0.22,0.58,0.08,0.39,0.45,0.54,0.19,0.64,0.36,0.58,0.27,0.32,0.53,0.87,0.89,0.94,0.83,0.29,0.39,0.0,0.08,0.0,0.07,0.12,0.18,0.35,0.02,0.03,0.04,0.07,0.91,0.04,0.23,0.24,0.51,0.59,0.13,0.88,0.02,0.23,0.5,0.01,0.76,0.81,0.03,0.38,0.73,0.02,0.27,0.52,0.57,0.57,0.39,0.64,1.0,0.71,0.64,0.55,0.36,0.01,0.0,0.12,0.64,0.57,0.58,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.08,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
